experiment,judge,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,context_sufficiency,framework
01_ollama_default_config_results,gpt-4o-mini,0.8683341176470589,0.8053104651162791,0.720903488372093,0.8314779069767441,0.8953488372093024,0.8604651162790697,ragas
